Timestamp,Varietal,Bin,Brix,Temperature,Anything notable about this fermentation today?,Reported by,Date of Measurement
10/8/2024 18:34:14,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,-1.5,84.6,,,10/8/2024
10/8/2024 18:40:42,"BARBERA, Estate, Green Valley",1,-0.4,81.3,Barbara (black lid),,10/8/2024
10/8/2024 18:43:54,"BARBERA, Estate, Green Valley",2,-1.3,84,Sangiobara (orange lid),,10/8/2024
10/9/2024 9:05:27,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,4,79.3,,,10/9/2024
10/9/2024 9:06:04,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,5.5,78.4,,Sayoko,10/9/2024
10/9/2024 9:06:37,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",4,4,79.5,,Sayoko,10/9/2024
10/9/2024 9:07:15,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,8,81,,Sayoko,10/9/2024
10/9/2024 9:07:57,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",2,10,80.6,,Sayoko,10/9/2024
10/9/2024 9:08:43,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,-0.8,71.8,,Sayoko,10/9/2024
10/9/2024 9:09:25,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,1.5,73.8,,Sayoko,10/9/2024
10/9/2024 9:11:19,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,3,77,,Sayoko,10/9/2024
10/9/2024 18:28:25,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,-1.5,81.5,Smelled,Clinton,10/9/2024
10/9/2024 18:29:20,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.9,83.5,Smelled like sulfer,Clinton,10/9/2024
10/9/2024 18:31:18,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,6.5,82,"Warm top, cool on the bottom",Clinton,10/9/2024
10/9/2024 18:32:13,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",2,10,81,"Warm top, cool bottom, low bubbles",Clinton,10/9/2024
10/9/2024 18:33:02,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,2,78,"Low activity, cooling",Clinton,10/9/2024
10/9/2024 18:33:29,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,3,80,,Clinton,10/9/2024
10/9/2024 18:34:10,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,4,78,,Clinton,10/9/2024
10/9/2024 18:34:42,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",4,2.5,80,,Clinton,10/9/2024
10/10/2024 18:30:17,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,1,75.8,,,10/10/2024
10/10/2024 18:31:21,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,1.6,78.4,,,10/10/2024
10/10/2024 18:31:52,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,2.5,77.5,,,10/10/2024
10/10/2024 18:32:50,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",4,0.9,78.5,,,10/10/2024
10/10/2024 19:12:48,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,5,79.5,,,10/10/2024
10/10/2024 19:13:23,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",2,8,78,,,10/10/2024
10/10/2024 19:14:12,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,-1.5,79.4,,,10/10/2024
10/10/2024 19:14:44,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.9,81.5,,,10/10/2024
10/10/2024 19:15:21,"BARBERA, Estate, Green Valley",1,-0.5,80.1,,,10/10/2024
10/10/2024 19:15:56,"BARBERA, Estate, Green Valley",2,-0.9,76.8,,,10/10/2024
10/11/2024 18:57:33,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,0.5,72,50g DAP/Ferm-K; 230g Tartaric Acid,Joshua,10/11/2024
10/11/2024 18:58:11,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,1,74,,Joshua,10/11/2024
10/11/2024 18:58:44,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,2.1,73,,Joshua,10/11/2024
10/11/2024 18:59:32,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",4,0.2,73,,Joshua,10/11/2024
10/11/2024 19:05:00,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,5,72.5,Combined bin,Joshua,10/11/2024
10/11/2024 19:08:53,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,1.1,79,,Joshua,10/11/2024
10/11/2024 19:10:58,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,-1.3,75.6,,Joshua,10/11/2024
10/12/2024 15:15:47,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,5.5,73,,ジェフとまいこ,10/12/2024
10/13/2024 10:58:30,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,4.8,73,"Cap present, fairly thick, some small bubbles ",Teddy,10/13/2024
10/13/2024 11:00:53,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,1,71,The tote was bloated and some gas released. Smell sulfur. ,Teddy,10/13/2024
10/13/2024 11:07:42,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Pressed,-0.1,68.2,Very nice. Still sweet. Fruity. ,Teddy,10/13/2024
10/13/2024 11:09:48,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Free Run,-0.2,69,Small bubbles. Less full bodied. Less opulent than pressed. ,Teddy,10/13/2024
10/14/2024 18:47:25,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.7,75.5,It still smells eggy; added 7g SO2 (KMBS) ~10ppm to kill off non-yeast organisms.,Brian/denise,10/14/2024
10/14/2024 18:56:36,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Pressed,0,65.3,,Denise/Brian,10/14/2024
10/14/2024 18:57:23,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Free Run,-0.3,65.7,,Denise / Brian,10/14/2024
10/14/2024 19:49:44,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,3,75.3,Good cap. Some bubbles. ,,10/14/2024
10/15/2024 19:27:16,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.6,74.3,,,10/15/2024
10/15/2024 19:27:52,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Free Run,-0.4,63.7,,,10/15/2024
10/15/2024 19:28:15,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Pressed,-0.4,63.5,,,10/15/2024
10/15/2024 19:29:13,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,2.4,74.5,Strong cap very strong some bubble,,10/15/2024
10/16/2024 18:17:44,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",1,2.3,74,,Dave ,10/16/2024
10/16/2024 18:18:57,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.6,71,,Dave,10/16/2024
10/16/2024 18:20:49,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Pressed,-0.5,62,,,10/16/2024
10/16/2024 18:22:13,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",Free Run,-0.5,62,,Dave,10/16/2024
10/17/2024 18:59:39,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,1,67.8,Fah stirred the whole bin; brix somehow higher- plan for reinocculation ,,10/17/2024
10/17/2024 19:00:19,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",Free Run,1.1,72,1.8 brix before pouring into cup and allowing to settle,,10/17/2024
10/18/2024 18:27:07,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.8,69.6,Still smell sulfury ,,10/18/2024
10/18/2024 19:02:35,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",3,0.7,71.8,Good cap. Sunken on one corner. ,,10/18/2024
10/20/2024 17:35:22,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.2,72,"Did not measure temp. Left next to the AC unit over night after reinoculating with 43 Yeast (80g yeast, 50g GoFerm; 80g Fermaid O; 200g sugar) ",Fah,10/19/2024
10/20/2024 21:37:08,"CABERNET SAUVIGNON, DePass-Paulson Vineyard, Green Valley",3,0,72,Did not measure temp,Fah,10/19/2024
10/20/2024 17:36:28,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0,72,Did not measure temp; some bubbles; left overnight next to AC; measured around noon. ,Fah,10/20/2024
10/22/2024 21:16:25,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Free Run,0.6,74.1,Small bubbles… taste good… bitter finish,Fah,10/22/2024
9/20/2025 13:22:45,"BARBERA, Estate, Green Valley",1,20,80,Slightly eggy,Pato,9/9/2025
9/15/2025 18:57:50,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,29,70,Small bubble; warmer in the middle than the edge. Was kept in the cellar overnight. ,Maiko,9/15/2025
9/15/2025 19:02:58,"BARBERA, Estate, Green Valley",1,31,71,"Warmer inside than the edge. Some bubbles, not a lot. No distinctive smell. Kept in the cellar overnight. ",Maiko,9/15/2025
9/15/2025 19:15:37,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,21,70,Smell acetaldehyde; clear sign of fermentation ; eggy; dissipate after punchdown ,Maiko,9/15/2025
9/15/2025 19:17:49,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,27.5,64,No sign of fermentation ,Maiko,9/15/2025
9/16/2025 19:19:22,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,29,64.5,Smells like Raisins. No warm pockets. Some Bubbles.,Rihan Boot,9/16/2025
9/16/2025 19:20:16,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,30,68,Smells like juice & grape skins. Fresh. No bubbles.,Rihan Boot,9/16/2025
9/16/2025 19:21:25,"BARBERA, Estate, Green Valley",1,27,68.5,Smells jammy & fresh. Heat pockets along the bottom & some bubbling. Not a lot of juice.,Rihan Boot,9/16/2025
9/16/2025 19:22:24,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,21,69,Big cap. Bubbles. Warm spots. Initial acetone smell.,Rihan Boot,9/16/2025
9/17/2025 18:24:04,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,24,76,Not much cap,Linda,9/17/2025
9/17/2025 18:56:05,"BARBERA, Estate, Green Valley",1,29,80,Thick juice,Linda,9/17/2025
9/17/2025 19:09:47,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,11,81,Alot of foam during punchdown,Linda,9/17/2025
9/17/2025 19:39:26,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,10,81,After add 5 gal water,Linda,9/17/2025
9/17/2025 19:50:12,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,23,69,No foam,Linda,9/17/2025
9/18/2025 9:15:16,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,2,92,"Eggy, less foamy but active, high temperature, prickly acid",Mio,9/18/2025
9/18/2025 9:15:52,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,23.5,73.5,Have a cap but less activity,Mio,9/18/2025
9/18/2025 9:16:42,"BARBERA, Estate, Green Valley",1,25.5,80,"Good steady activity, with a cap, very thick",Mio,9/18/2025
9/18/2025 9:18:46,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,24.5,70,Mio,,9/18/2025
9/18/2025 18:46:18,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,24,72.3,No bubbles,Rihan Boot,9/18/2025
9/18/2025 18:46:53,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,23,77.4,N/a,Rihan Boot,9/18/2025
9/18/2025 18:47:41,"BARBERA, Estate, Green Valley",1,20,87.5,Very warm. Active bubbles. Smells jammy.,Rihan Boot,9/18/2025
9/18/2025 18:48:15,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,0.8,90,Warm. Not bubbly.,Rihan Boot,9/18/2025
9/18/2025 19:20:18,"VALDIGUIE, Caymus-Suisun, Suisun Valley",3,19,65.8,,Rihan Boot,9/18/2025
9/18/2025 19:20:47,"VALDIGUIE, Caymus-Suisun, Suisun Valley",4,20,64.9,,Rihan Boot,9/18/2025
9/19/2025 18:31:11,"BARBERA, Estate, Green Valley",1,16,88,Eggy and warm on the surface. Not too foamy. Add 50g fermaide K. ,James,9/19/2025
9/19/2025 18:34:12,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,19,81,Foamy; not particularly warm. ,James,9/19/2025
9/19/2025 18:38:50,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,26,73,Thick musk. Has strong cap. Some foam. ,Eli,9/19/2025
9/19/2025 18:49:42,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,-0.5,80,Still good cap; smell nice; taste dry,James,9/19/2025
9/19/2025 18:52:20,"VALDIGUIE, Caymus-Suisun, Suisun Valley",4,19.5,69,Acetone in some pockets in the beginning; a few warm pockets; small amount of foam. ,James,9/19/2025
9/19/2025 18:55:38,"VALDIGUIE, Caymus-Suisun, Suisun Valley",3,18.5,69,Acetone in pockets before punchdown; Taste a little stemmy; ,Eli,9/19/2025
9/20/2025 13:29:20,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,24.5,73,Thick musk. Transferred 30 gals of musk to Bin 2. Added 6 gals of water. ,Fah,9/20/2025
9/20/2025 13:31:38,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,16,80,Very foamy. Added 4 gals of water and 30 gals of musk form Bin 1. Measurement made after addition. ,Fah,9/20/2025
9/20/2025 14:31:58,"VALDIGUIE, Caymus-Suisun, Suisun Valley",3,14.5,78,Some acetone smell. Some activity: more juice. Inoculate with Pastoral Red. ,Fah,9/20/2025
9/20/2025 14:32:44,"VALDIGUIE, Caymus-Suisun, Suisun Valley",4,16,77,Active. Smell a little acetone ,Fah,9/20/2025
9/21/2025 14:59:47,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,20,79,N/a,Eli,9/21/2025
9/21/2025 15:00:43,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,12,82,"Cap, CO2 smell",Eli,9/21/2025
9/21/2025 15:01:50,"BARBERA, Estate, Green Valley",1,11,79,N/a,Eli,9/21/2025
9/21/2025 15:02:43,"GRENACHE, Redgale Vineyard, Solano County",1,26,67,N/a,Eli,9/21/2025
9/21/2025 15:03:32,"GRENACHE, Redgale Vineyard, Solano County",2,26,69,N/a,Eli,9/21/2025
9/21/2025 15:04:12,"GRENACHE, Redgale Vineyard, Solano County",3,26,69,N/a,Eli,9/21/2025
9/22/2025 19:05:24,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,14,88,80g Ferm k,Linda,9/22/2025
9/22/2025 19:08:21,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,8,86,"Good cap, foaming",Linda,9/22/2025
9/22/2025 19:10:08,"BARBERA, Estate, Green Valley",1,11,81,"Thick, very little foam",Linda,9/22/2025
9/22/2025 19:16:13,"GRENACHE, Redgale Vineyard, Solano County",1,26,68,"Initial nail polish remover smell, dissipated during punchdown",Linda,9/22/2025
9/22/2025 19:17:18,"GRENACHE, Redgale Vineyard, Solano County",2,26,69,"Initial nail polish remover smell, dissipated during punchdown",Linda,9/22/2025
9/22/2025 19:18:17,"GRENACHE, Redgale Vineyard, Solano County",3,26,69,"Initial nail polish remover smell, dissipated during punchdown",Linda,9/22/2025
9/23/2025 19:03:44,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,11.5,85.3,C02 smell. Very slight smell of sulfur when first opened.,Rihan Boot,9/23/2025
9/23/2025 19:04:34,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,5,74.8,C02 smell. Slight smell of sulfur when 1st opened.,Rihan Boot,9/23/2025
9/23/2025 19:05:09,"BARBERA, Estate, Green Valley",1,11,73.8,C02 smell,Rihan Boot,9/23/2025
9/23/2025 19:06:23,"GRENACHE, Redgale Vineyard, Solano County",1,26,69.6,"Acetone smell. Bubbles, w/ no cap. Inoculation today.",Rihan Boot,9/23/2025
9/23/2025 19:06:54,"GRENACHE, Redgale Vineyard, Solano County",2,26,68,"Acetone smell. Bubbles, w/ no cap. Inoculation today.",Rihan Boot,9/23/2025
9/23/2025 19:07:24,"GRENACHE, Redgale Vineyard, Solano County",3,26,68,"Acetone smell. Bubbles, w/ no cap. Inoculation today.",Rihan Boot,9/23/2025
9/23/2025 19:08:45,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,-1,67.3,DESTEMMED - C02 smell,Rihan Boot,9/23/2025
9/23/2025 19:09:32,"VALDIGUIE, Caymus-Suisun, Suisun Valley",3,-0.7,68.5,CARBONIC - C02 smell,Rihan Boot,9/23/2025
9/24/2025 18:19:18,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,4,81,Still some activity,Linda,9/24/2025
9/24/2025 18:34:01,"VALDIGUIE, Caymus-Suisun, Suisun Valley",3,-1.25,65,Carbonic,Teddy,9/24/2025
9/24/2025 18:40:17,"VALDIGUIE, Caymus-Suisun, Suisun Valley",1,-1.1,64,De stemmed ,Teddy,9/24/2025
9/24/2025 18:57:35,"GRENACHE, Redgale Vineyard, Solano County",1,21,77,Slight amount of foam,Eli and Olivia,9/24/2025
9/24/2025 18:59:52,"GRENACHE, Redgale Vineyard, Solano County",2,18.5,78,Some foam,Olivia and Eli,9/24/2025
9/24/2025 19:02:24,"GRENACHE, Redgale Vineyard, Solano County",3,18,78,Some foam,Eli and Olivia ,9/24/2025
9/24/2025 19:02:29,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,9,81,"Little stinky, Needed pumpover",Linda,9/24/2025
9/25/2025 18:30:28,"GRENACHE, Redgale Vineyard, Solano County",1,12,84,,Rihan Boot,9/25/2025
9/25/2025 18:31:12,"GRENACHE, Redgale Vineyard, Solano County",2,10.5,83,,Rihan Boot,9/25/2025
9/25/2025 18:31:46,"GRENACHE, Redgale Vineyard, Solano County",3,10,87.3,,Rihan Boot,9/25/2025
9/25/2025 18:37:09,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,8,82,Sulfur smell. Pump over today.,Rihan Boot,9/25/2025
9/25/2025 18:37:55,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,4,77.5,Sulfur smell. Pump over today.,Rihan Boot,9/25/2025
9/26/2025 17:14:16,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,3,75,,Teddy,9/26/2025
9/26/2025 17:18:11,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,7,79.5,,Teddy,9/26/2025
9/26/2025 17:22:16,"GRENACHE, Redgale Vineyard, Solano County",2,6,82,Very active,Teddy,9/26/2025
9/26/2025 17:25:59,"GRENACHE, Redgale Vineyard, Solano County",3,5,87,Very warm,Teddy,9/26/2025
9/26/2025 17:30:36,"GRENACHE, Redgale Vineyard, Solano County",1,7,86,Also fairly warm,Teddy,9/26/2025
9/27/2025 11:31:36,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,2,74.8,,Sara L,9/27/2025
9/27/2025 11:56:55,"GRENACHE, Redgale Vineyard, Solano County",1,5.5,79,,Sara L,9/27/2025
9/27/2025 11:57:29,"GRENACHE, Redgale Vineyard, Solano County",2,4.5,78.5,,Sara L,9/27/2025
9/27/2025 11:57:33,"ZINFANDEL, Lucchesi Vineyard, Green Valley",1,6,79.5,Faint eggy smell. Very strong cap. ,Sara,9/27/2025
9/27/2025 11:58:01,"GRENACHE, Redgale Vineyard, Solano County",3,3,83,,Sara L,9/27/2025
9/27/2025 11:58:23,"ZINFANDEL, Lucchesi Vineyard, Green Valley",2,2,75,Loose cap. Still have caps. Not smelling eggy.,Sara,9/27/2025
9/29/2025 19:42:15,"GRENACHE, Redgale Vineyard, Solano County",1,3.8,74,,Fah,9/28/2025
9/29/2025 19:42:41,"GRENACHE, Redgale Vineyard, Solano County",2,2.1,74,,Fah,9/28/2025
9/29/2025 19:43:57,"GRENACHE, Redgale Vineyard, Solano County",3,0.6,76,,Fah,9/28/2025
9/29/2025 18:29:56,"GRENACHE, Redgale Vineyard, Solano County",2,0.4,72,"Small cap, still active, smell of alcohol",Linda,9/29/2025
9/29/2025 18:54:16,"GRENACHE, Redgale Vineyard, Solano County",1,2,72,"Small cap, still active,",Linda,9/29/2025
9/29/2025 19:00:06,"ZINFANDEL, Lucchesi Vineyard, Green Valley",3,-0.3,73,"Small cap, Still active, sweet",Linda,9/29/2025
9/29/2025 19:46:01,"GRENACHE, Redgale Vineyard, Solano County",3,-0.3,73,,Linda,9/29/2025
9/29/2025 19:47:53,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,4.6,67,Reinoculation with yeast 43,Fah,9/29/2025
9/29/2025 19:52:09,"BARBERA, Estate, Green Valley",1,8.5,64,,Fah,9/29/2025
9/29/2025 19:55:46,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,26,66,No activities; smell nice.,Fah,9/29/2025
9/29/2025 19:57:30,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,25.5,67,No activities; smell nice.,Fah,9/29/2025
9/29/2025 19:58:13,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,26,67,No activities; smell nice.,Fah,9/29/2025
9/29/2025 20:03:27,"MOURVÈDRE, Redgale Vineyard, Solano County",1,24.5,64.5,No activities; smell nice.,Fah,9/29/2025
9/29/2025 20:03:52,"MOURVÈDRE, Redgale Vineyard, Solano County",2,25,65,No activities; smell nice.,Fah,9/29/2025
10/1/2025 18:22:39,"GRENACHE, Redgale Vineyard, Solano County",2,-1.5,71,"Smells good, still active",Linda,10/1/2025
10/1/2025 18:47:12,"GRENACHE, Redgale Vineyard, Solano County",1,0.2,71,"Smells good, still active, pink foam",Linda,10/1/2025
10/1/2025 19:00:27,"GRENACHE, Redgale Vineyard, Solano County",3,-1.5,71,,Clinton,10/1/2025
10/1/2025 19:02:25,"MOURVÈDRE, Redgale Vineyard, Solano County",1,21,71,Sweet smell,Clinton,10/1/2025
10/1/2025 19:03:01,"MOURVÈDRE, Redgale Vineyard, Solano County",2,22,72,Sweets smell,Clinton,10/1/2025
10/2/2025 18:48:25,"MOURVÈDRE, Redgale Vineyard, Solano County",1,13.5,79,Happy bubbles. Clean fresh smell,Haley,10/2/2025
10/2/2025 18:49:52,"GRENACHE, Redgale Vineyard, Solano County",1,-0.3,71.1,Most fruitful flavor ,,10/2/2025
10/2/2025 18:50:17,"GRENACHE, Redgale Vineyard, Solano County",2,-1.1,71,,,10/2/2025
10/2/2025 18:50:55,"GRENACHE, Redgale Vineyard, Solano County",3,-1.6,70.9,Citrus kick flavor ,,10/2/2025
10/2/2025 18:51:35,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,22.5,72.1,Extra high cap,,10/2/2025
10/2/2025 18:52:11,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,18.5,77.5,Lots of hot/cold spots,,10/2/2025
10/2/2025 18:52:32,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,21,74,,,10/2/2025
10/2/2025 18:49:18,"MOURVÈDRE, Redgale Vineyard, Solano County",2,16.5,78.1,Happy bubbles. Bright scent ,Haley ,10/3/2025
10/5/2025 11:09:11,"BARBERA, Estate, Green Valley",1,25,54,Sangiovese crossover barbera. ,Linda,10/5/2025
10/5/2025 11:47:30,"BARBERA, Estate, Green Valley",2,25,56,"Gated side, good color",Linda,10/5/2025
10/5/2025 12:04:19,"BARBERA, Estate, Green Valley",3,26,61,Middle location,Linda,10/5/2025
10/5/2025 13:09:59,"MOURVÈDRE, Redgale Vineyard, Solano County",1,2.5,77.5,Alcohol,Linda,10/5/2025
10/5/2025 13:10:53,"MOURVÈDRE, Redgale Vineyard, Solano County",2,5,78,Alcohol,Linda,10/5/2025
10/5/2025 13:12:13,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,10,84,Color extraction incredible,Linda,10/5/2025
10/5/2025 13:13:15,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,6,86,Color extraction incredible,Linda,10/5/2025
10/5/2025 13:14:19,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,7,85,Color extraction incredible,Linda,10/5/2025
10/5/2025 13:24:32,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,25,72,,Linda,10/5/2025
10/6/2025 18:50:17,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,6.75,83.3,Presence of alcohol,Linda,10/6/2025
10/6/2025 18:51:12,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,3.8,82.2,Presence of alcohol,Linda,10/6/2025
10/6/2025 18:52:21,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,5.2,82.3,Presence of alcohol,Linda,10/6/2025
10/6/2025 18:53:26,"MOURVÈDRE, Redgale Vineyard, Solano County",1,-0.7,80,Great color extraction,Linda,10/6/2025
10/6/2025 18:54:20,"MOURVÈDRE, Redgale Vineyard, Solano County",2,3.5,81,Great color extraction,Linda,10/6/2025
10/6/2025 19:29:38,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,25.5,64,"Start, active",Linda,10/6/2025
10/6/2025 19:31:19,"BARBERA, Estate, Green Valley",1,27,60,Add 5gal water,Linda,10/6/2025
10/6/2025 19:34:12,"BARBERA, Estate, Green Valley",2,27,60,"Gate side, add 5gal water",Linda,10/6/2025
10/6/2025 19:35:16,"BARBERA, Estate, Green Valley",3,29,63,"Slight nail polish odor, add 5gal water",Linda,10/6/2025
10/6/2025 19:41:30,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,22,75,"Start, active",Linda,10/6/2025
10/6/2025 19:58:04,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,2.8,74,,Linda,10/6/2025
10/9/2025 9:32:33,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",1,5,87.5,,,10/7/2025
10/9/2025 9:32:49,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",2,2.3,83,,,10/7/2025
10/9/2025 9:33:09,"PETITE SIRAH, Caymus-Babcock Vineyard, Suisun Valley",3,3.4,85,,,10/7/2025
10/9/2025 9:34:03,"BARBERA, Estate, Green Valley",1,25.5,74,After 5 gal water add last night ,,10/7/2025
10/9/2025 9:34:31,"BARBERA, Estate, Green Valley",2,25,76,After 5 gal water add ,,10/7/2025
10/9/2025 9:34:57,"BARBERA, Estate, Green Valley",3,24,76,After 5 gal water add,,10/7/2025
10/9/2025 9:35:27,"CABERNET SAUVIGNON, DePass Paulson Vineyard, Green Valley",1,24.5,76,,,10/7/2025
10/9/2025 9:36:33,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,25,82.5,,,10/7/2025
10/9/2025 9:37:18,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",2,23,68,Picked grapes in the morning; whole cluster ferment with foot threading ,,10/7/2025
10/9/2025 9:37:40,"MOURVÈDRE, Redgale Vineyard, Solano County",1,0.1,86,,,10/7/2025
10/9/2025 9:38:02,"MOURVÈDRE, Redgale Vineyard, Solano County",2,2.5,87,,,10/7/2025
10/9/2025 9:38:34,"ZINFANDEL, Lucchesi Vineyard, Green Valley",Pressed,2.5,75.4,,,10/7/2025
10/8/2025 18:47:03,"Historic Vine CARIGNAN, Parenti Vineyard, Green Valley",1,21,74,“Yeasty” some cap and even,Linda ,10/8/2025
